,Product Name,Month,Year,Channel,Sub-channel,Sales
33141,Primatate Univatol,December,2019,Hospital,Government,3956.0
6318,Alisteride Pemidizem,December,2019,Hospital,Private,3955.0
6353,Alisteride Pemidizem,January,2020,Hospital,Government,3955.0
41432,Thionide,October,2019,Pharmacy,Retail,3955.0
44605,Zarostral,March,2019,Pharmacy,Institution,3948.0
44560,Zarostral,January,2020,Hospital,Private,3948.0
44635,Zarostral,November,2019,Hospital,Private,3948.0
18087,Docstryl Rivacin,April,2018,Pharmacy,Institution,3945.0
32304,Penitrana,November,2019,Pharmacy,Retail,3938.0
18386,Dorzovorin Pentadarone,March,2017,Pharmacy,Retail,3936.0
30864,Nisorase,December,2020,Hospital,Government,3930.0
30975,Nisorase,November,2019,Pharmacy,Retail,3930.0
30963,Nisorase,May,2020,Pharmacy,Retail,3930.0
13807,Claricriptine Adaferol,June,2018,Pharmacy,Institution,3927.0
20332,Exotropin Empizine,October,2017,Pharmacy,Retail,3925.0
7831,Amphesirox,December,2017,Hospital,Government,3925.0
27985,Lovavatol Azelavarix,August,2018,Hospital,Private,3922.0
11879,Bexridol,January,2019,Pharmacy,Retail,3920.0
38042,Spiroderall,April,2019,Hospital,Private,3918.0
15596,Cricane Acamsumab,September,2017,Pharmacy,Retail,3916.0
2720,Adrecetam Barazoxane,February,2019,Hospital,Government,3912.0
16965,Dexmebital Acanplan,August,2019,Hospital,Government,3910.0
25900,Kinenadryl,August,2020,Hospital,Private,3910.0
26053,Kinenadryl,September,2019,Hospital,Government,3910.0
33773,Propralamide Dexlanzolam,June,2019,Hospital,Government,3910.0
33673,Propralamide Dexlanzolam,April,2017,Hospital,Private,3910.0
4274,Agalsiline,July,2020,Pharmacy,Institution,3904.0
44478,Xenaminphen,September,2019,Pharmacy,Retail,3900.0
44462,Xenaminphen,October,2019,Pharmacy,Institution,3900.0
395,Abobozolid,April,2020,Hospital,Private,3900.0
19259,Enzastryl,December,2019,Hospital,Government,3900.0
19284,Enzastryl,January,2017,Pharmacy,Institution,3900.0
22155,Ganineva Agenium,July,2019,Pharmacy,Retail,3900.0
22108,Ganineva Agenium,December,2019,Pharmacy,Retail,3900.0
44307,Xenaminphen,April,2020,Hospital,Private,3900.0
6639,Allomenda,October,2020,Hospital,Government,3896.0
32546,Pitodomide,August,2017,Hospital,Private,3888.0
26248,Kinerinex,September,2020,Hospital,Private,3882.0
33363,Proderal,January,2019,Hospital,Government,3876.0
7842,Amphesirox,December,2019,Pharmacy,Retail,3875.0
7844,Amphesirox,December,2020,Hospital,Private,3875.0
36845,Sanctumine,May,2019,Pharmacy,Institution,3874.0
34860,Quixitriptan Alanesin,February,2017,Pharmacy,Retail,3871.0
16854,Dexacilin Triline,June,2019,Hospital,Private,3870.0
16843,Dexacilin Triline,July,2020,Pharmacy,Institution,3870.0
16553,Dasagestin,September,2019,Pharmacy,Institution,3860.0
16396,Dasagestin,August,2020,Hospital,Private,3860.0
16381,Dasagestin,April,2020,Hospital,Private,3860.0
23380,Ibruferon,October,2019,Pharmacy,Retail,3854.0
24377,Interfedox Pilobamol,August,2019,Pharmacy,Institution,3854.0
6450,Alisteride Pemidizem,October,2020,Hospital,Private,3850.0
6341,Alisteride Pemidizem,January,2017,Hospital,Government,3850.0
43525,Veratorol Ciclovatol,September,2017,Pharmacy,Retail,3850.0
6392,Alisteride Pemidizem,March,2017,Pharmacy,Retail,3850.0
21885,Fosinofen,April,2019,Hospital,Government,3850.0
3900,Afluferon Entrarenone,June,2018,Hospital,Private,3848.0
33459,Proderal,October,2019,Hospital,Private,3842.0
15401,Cortirodine Alimcline,October,2020,Pharmacy,Institution,3840.0
33540,Proprabax,February,2020,Hospital,Government,3840.0
28988,Malavirine Alimdine,January,2019,Hospital,Government,3835.0
7468,Amcibax Amcikeran,February,2017,Pharmacy,Retail,3828.0
40197,Tesnorphine Silotamine,January,2020,Pharmacy,Retail,3828.0
17465,Diaxolol,November,2017,Pharmacy,Retail,3825.0
20038,Exexone,February,2019,Pharmacy,Institution,3824.0
28070,Lovavatol Azelavarix,June,2019,Pharmacy,Institution,3816.0
2738,Adrecetam Barazoxane,January,2019,Pharmacy,Retail,3816.0
2732,Adrecetam Barazoxane,January,2018,Hospital,Private,3816.0
25849,Ketastadil,October,2019,Pharmacy,Institution,3815.0
25706,Ketastadil,August,2019,Pharmacy,Institution,3815.0
25786,Ketastadil,June,2019,Pharmacy,Institution,3815.0
7619,Amlominphen Dexanovate,April,2019,Pharmacy,Institution,3808.0
44567,Zarostral,July,2018,Hospital,Government,3807.0
15455,Cricane Acamsumab,December,2018,Hospital,Private,3806.0
14106,Clindaracil,August,2018,Hospital,Government,3806.0
14161,Clindaracil,January,2019,Pharmacy,Retail,3806.0
17885,Diprolimus,September,2019,Pharmacy,Institution,3804.0
23569,Ibrulinum,October,2019,Pharmacy,Institution,3800.0
5465,Aldevac,May,2020,Hospital,Private,3796.0
38296,Stelazolid,January,2019,Hospital,Government,3796.0
13727,Claricriptine Adaferol,August,2018,Hospital,Private,3795.0
1453,Aciprex,March,2019,Pharmacy,Institution,3789.0
33236,Primatate Univatol,May,2019,Hospital,Government,3784.0
39587,Syntheruvax Proracin,December,2018,Hospital,Private,3784.0
35465,Rebedase Aplencor,July,2019,Hospital,Private,3780.0
4322,Agalsiline,May,2020,Pharmacy,Institution,3776.0
33348,Proderal,February,2019,Hospital,Government,3774.0
45280,Zynosine,December,2018,Pharmacy,Retail,3774.0
13071,Ceretosine,May,2017,Hospital,Government,3773.0
13049,Ceretosine,June,2019,Pharmacy,Institution,3773.0
18323,Dorzovorin Pentadarone,February,2018,Hospital,Government,3772.0
19091,Effigine Propraprex,February,2020,Pharmacy,Institution,3770.0
19214,Effigine Propraprex,September,2019,Pharmacy,Retail,3770.0
19297,Enzastryl,January,2020,Pharmacy,Retail,3770.0
2715,Adrecetam Barazoxane,February,2017,Pharmacy,Retail,3768.0
43178,Ultrimax Ultriset,August,2017,Pharmacy,Retail,3766.0
15541,Cricane Acamsumab,March,2020,Hospital,Government,3762.0
20500,Factofribrate,May,2020,Pharmacy,Institution,3762.0
20375,Factofribrate,August,2017,Hospital,Government,3762.0
15551,Cricane Acamsumab,May,2018,Pharmacy,Institution,3762.0
4543,Aggrakine,October,2020,Hospital,Government,3760.0
9398,Apromin,January,2020,Hospital,Government,3750.0
7816,Amphesirox,August,2017,Hospital,Private,3750.0
9497,Apromin,October,2020,Pharmacy,Retail,3750.0
534,Abobozolid,November,2019,Pharmacy,Institution,3750.0
19304,Enzastryl,July,2018,Pharmacy,Institution,3744.0
5419,Aldevac,July,2020,Pharmacy,Retail,3744.0
28823,Magneprex,June,2017,Hospital,Private,3740.0
28899,Magneprex,October,2020,Hospital,Private,3740.0
35327,Raparidol,May,2020,Hospital,Government,3740.0
43767,Victomax,December,2019,Hospital,Private,3738.0
11195,Atrabicin Alkerotec,November,2019,Hospital,Private,3735.0
11115,Atrabicin Alkerotec,January,2019,Hospital,Private,3735.0
44151,Xenaderal,December,2020,Pharmacy,Institution,3732.0
44272,Xenaderal,October,2019,Hospital,Government,3732.0
24526,Interfedox Pilobamol,September,2017,Hospital,Private,3731.0
1218,Acelimus,January,2020,Pharmacy,Institution,3730.0
41465,Tiaracil,April,2020,Pharmacy,Retail,3726.0
41519,Tiaracil,January,2018,Pharmacy,Institution,3726.0
7890,Amphesirox,July,2019,Pharmacy,Retail,3725.0
7847,Amphesirox,February,2017,Hospital,Government,3725.0
24918,Interfestar,September,2020,Hospital,Private,3720.0
8161,Ampinonide,October,2020,Pharmacy,Institution,3720.0
2825,Adrecetam Barazoxane,October,2018,Pharmacy,Institution,3720.0
2681,Adrecetam Barazoxane,August,2017,Hospital,Government,3720.0
24739,Interfestar,April,2018,Pharmacy,Retail,3720.0
19311,Enzastryl,July,2020,Hospital,Private,3718.0
5513,Aldevac,September,2020,Hospital,Private,3718.0
19350,Enzastryl,May,2018,Hospital,Government,3718.0
29531,Menogine,December,2019,Pharmacy,Institution,3710.0
38617,Sumanazole,April,2020,Pharmacy,Institution,3703.0
26291,Kinovatol,December,2019,Hospital,Private,3700.0
37721,Sodinel Olofribrate,January,2017,Pharmacy,Institution,3700.0
26309,Kinovatol,February,2019,Pharmacy,Retail,3700.0
26339,Kinovatol,July,2019,Pharmacy,Institution,3700.0
39705,Syntheruvax Proracin,November,2020,Hospital,Private,3698.0
15539,Cricane Acamsumab,March,2019,Pharmacy,Institution,3696.0
32613,Pitodomide,July,2018,Hospital,Private,3696.0
43375,Veratorol Ciclovatol,August,2020,Hospital,Government,3696.0
24366,Interfedox Pilobamol,April,2020,Pharmacy,Institution,3690.0
32132,Pazofenac,October,2020,Hospital,Government,3690.0
24478,Interfedox Pilobamol,May,2017,Hospital,Private,3690.0
24508,Interfedox Pilobamol,November,2020,Pharmacy,Retail,3690.0
40926,Thalilamide,December,2020,Hospital,Government,3690.0
22584,Halciramine,May,2019,Pharmacy,Retail,3681.0
22623,Halciramine,September,2017,Pharmacy,Institution,3681.0
21287,Feruprazole,October,2020,Hospital,Private,3680.0
21214,Feruprazole,June,2018,Hospital,Government,3680.0
15083,Cordamectin Actolamin,December,2020,Hospital,Government,3670.0
15179,Cordamectin Actolamin,May,2020,Pharmacy,Institution,3670.0
4687,Aggretisol,March,2020,Hospital,Government,3668.0
4523,Aggrakine,November,2019,Hospital,Government,3666.0
44524,Zarostral,December,2019,Hospital,Private,3666.0
11701,Betanem,July,2019,Hospital,Government,3666.0
13809,Claricriptine Adaferol,June,2019,Hospital,Government,3663.0
38931,Symbiroban,May,2020,Hospital,Private,3660.0
38856,Symbiroban,January,2017,Hospital,Government,3660.0
3450,Afaxacin,August,2020,Hospital,Private,3660.0
3432,Afaxacin,April,2019,Pharmacy,Institution,3660.0
38238,Stelazolid,April,2020,Hospital,Private,3650.0
38298,Stelazolid,January,2019,Pharmacy,Institution,3650.0
7956,Amphesirox,November,2020,Pharmacy,Retail,3650.0
14874,Comzyme,August,2019,Pharmacy,Institution,3648.0
39153,Symbisine Prednimadin,October,2020,Pharmacy,Retail,3648.0
39016,Symbisine Prednimadin,December,2017,Pharmacy,Retail,3648.0
33522,Proprabax,December,2019,Hospital,Private,3648.0
32568,Pitodomide,December,2018,Pharmacy,Retail,3648.0
14914,Comzyme,January,2017,Pharmacy,Institution,3648.0
38489,Sucprine Specbalamin,January,2020,Pharmacy,Institution,3640.0
5493,Aldevac,October,2019,Hospital,Private,3640.0
14586,Clinolan Pitoletra,March,2019,Hospital,Government,3640.0
3952,Afluferon Entrarenone,November,2019,Hospital,Private,3640.0
13857,Claricriptine Adaferol,November,2019,Hospital,Government,3630.0
13570,Ciclonazol,February,2019,Hospital,Government,3630.0
977,Acantaine,August,2019,Pharmacy,Institution,3630.0
15571,Cricane Acamsumab,November,2019,Pharmacy,Institution,3630.0
9310,Aprerase,September,2017,Pharmacy,Retail,3630.0
45006,Zonitonin,November,2017,Hospital,Private,3626.0
7850,Amphesirox,February,2017,Pharmacy,Retail,3625.0
19803,Ergomethate,April,2020,Pharmacy,Institution,3624.0
4443,Aggrakine,January,2019,Hospital,Government,3619.0
31487,Palodizem,June,2017,Pharmacy,Institution,3618.0
41406,Thionide,November,2017,Hospital,Private,3616.0
19408,Enzastryl,September,2020,Pharmacy,Retail,3614.0
18527,Doxivorin,January,2017,Hospital,Private,3612.0
2947,Adriacaine,June,2017,Hospital,Private,3610.0
33385,Proderal,July,2020,Pharmacy,Retail,3604.0
10074,Araxetine,September,2018,Hospital,Government,3600.0
3463,Afaxacin,December,2019,Pharmacy,Institution,3600.0
17271,Dexmeprazole Transnuvia,May,2020,Pharmacy,Retail,3600.0
35413,Rebedase Aplencor,December,2017,Pharmacy,Retail,3600.0
17186,Dexmeprazole Transnuvia,February,2019,Hospital,Private,3600.0
3495,Afaxacin,January,2019,Pharmacy,Institution,3600.0
8934,Antaparin Varizyme,September,2019,Pharmacy,Institution,3591.0
8772,Antaparin Varizyme,August,2018,Hospital,Private,3591.0
5383,Aldevac,February,2019,Pharmacy,Retail,3588.0
5503,Aldevac,September,2017,Pharmacy,Retail,3588.0
15484,Cricane Acamsumab,January,2017,Pharmacy,Institution,3586.0
20069,Exexone,July,2019,Hospital,Private,3585.0
20081,Exexone,June,2018,Hospital,Private,3585.0
15289,Cortirodine Alimcline,February,2020,Hospital,Private,3584.0
15339,Cortirodine Alimcline,June,2020,Pharmacy,Retail,3584.0
33661,Proprabax,September,2018,Hospital,Private,3584.0
38341,Stelazolid,March,2018,Hospital,Private,3577.0
45237,Zonixamine Immulinum,September,2020,Hospital,Government,3576.0
36883,Sanctumine,September,2017,Hospital,Government,3576.0
4432,Aggrakine,February,2020,Hospital,Government,3572.0
7734,Amlominphen Dexanovate,March,2020,Pharmacy,Institution,3570.0
7623,Amlominphen Dexanovate,April,2020,Pharmacy,Institution,3570.0
33425,Proderal,May,2018,Pharmacy,Retail,3570.0
22652,Hemavate Spirolinum,April,2020,Pharmacy,Retail,3570.0
7685,Amlominphen Dexanovate,January,2020,Hospital,Private,3570.0
2112,Acycpex,April,2020,Pharmacy,Retail,3570.0
16953,Dexmebital Acanplan,April,2020,Hospital,Government,3570.0
13802,Claricriptine Adaferol,June,2017,Hospital,Private,3564.0
20400,Factofribrate,December,2019,Hospital,Private,3564.0
15496,Cricane Acamsumab,January,2020,Pharmacy,Institution,3564.0
45612,Zyvance,September,2018,Pharmacy,Retail,3553.0
2834,Adrecetam Barazoxane,October,2020,Pharmacy,Retail,3552.0
2796,Adrecetam Barazoxane,May,2018,Pharmacy,Retail,3552.0
37785,Sodinel Olofribrate,May,2017,Pharmacy,Retail,3550.0
37787,Sodinel Olofribrate,May,2018,Hospital,Private,3550.0
15525,Cricane Acamsumab,June,2020,Hospital,Government,3542.0
42972,Trazozaprine,April,2017,Pharmacy,Institution,3540.0
16663,Decidenu Galantrigine,June,2019,Pharmacy,Institution,3540.0
3880,Afluferon Entrarenone,July,2017,Hospital,Private,3536.0
3815,Afluferon Entrarenone,April,2020,Pharmacy,Retail,3536.0
3890,Afluferon Entrarenone,July,2019,Pharmacy,Retail,3536.0
3979,Afluferon Entrarenone,September,2018,Hospital,Private,3536.0
13887,Claricriptine Adaferol,September,2018,Pharmacy,Institution,3531.0
13806,Claricriptine Adaferol,June,2018,Hospital,Private,3531.0
13712,Claricriptine Adaferol,April,2018,Pharmacy,Institution,3531.0
24373,Interfedox Pilobamol,August,2018,Pharmacy,Institution,3526.0
5180,Albuterenone,December,2020,Pharmacy,Institution,3526.0
390,Abobozolid,April,2018,Pharmacy,Retail,3525.0
535,Abobozolid,November,2019,Pharmacy,Retail,3525.0
4460,Aggrakine,July,2019,Hospital,Private,3525.0
44549,Zarostral,January,2017,Pharmacy,Institution,3525.0
44490,Zarostral,April,2018,Pharmacy,Retail,3525.0
15507,Cricane Acamsumab,July,2019,Pharmacy,Institution,3520.0
25518,Ketamara Evogel,August,2020,Hospital,Government,3520.0
10495,Asparathasone Unipan,August,2019,Pharmacy,Retail,3519.0
29262,Malaxolol Aeroprosyn,November,2019,Pharmacy,Retail,3514.0
14478,Clinolan Pitoletra,April,2019,Pharmacy,Institution,3510.0
5471,Aldevac,November,2017,Pharmacy,Retail,3510.0
44354,Xenaminphen,February,2020,Hospital,Government,3510.0
5455,Aldevac,May,2017,Pharmacy,Retail,3510.0
13668,Ciclonazol,November,2019,Pharmacy,Institution,3509.0
41336,Thionide,January,2019,Pharmacy,Retail,3503.0
6304,Alisteride Pemidizem,August,2019,Pharmacy,Retail,3500.0
37732,Sodinel Olofribrate,January,2020,Pharmacy,Institution,3500.0
37659,Sodinel Olofribrate,April,2017,Pharmacy,Retail,3500.0
13742,Claricriptine Adaferol,December,2018,Hospital,Government,3498.0
15538,Cricane Acamsumab,March,2019,Hospital,Private,3498.0
287,Abilovir Aprotasol,June,2017,Hospital,Government,3497.0
43611,Vibratosine Alemtrace,January,2019,Hospital,Private,3497.0
24431,Interfedox Pilobamol,July,2017,Pharmacy,Institution,3485.0
32346,Pentastrin,April,2018,Hospital,Private,3479.0
32526,Pentastrin,September,2020,Hospital,Private,3479.0
15449,Cricane Acamsumab,August,2020,Pharmacy,Retail,3476.0
7980,Amphesirox,September,2018,Pharmacy,Retail,3475.0
24891,Interfestar,October,2017,Hospital,Private,3472.0
24803,Interfestar,January,2019,Hospital,Government,3472.0
6379,Alisteride Pemidizem,June,2018,Pharmacy,Institution,3465.0
13826,Claricriptine Adaferol,March,2019,Hospital,Private,3465.0
31596,Panpion,April,2020,Pharmacy,Retail,3460.0
19388,Enzastryl,October,2019,Pharmacy,Retail,3458.0
19318,Enzastryl,June,2018,Hospital,Government,3458.0
19222,Enzastryl,April,2017,Pharmacy,Retail,3458.0
2668,Adrecetam Barazoxane,April,2017,Pharmacy,Institution,3456.0
2815,Adrecetam Barazoxane,November,2020,Hospital,Government,3456.0
4191,Agalsiline,April,2019,Hospital,Private,3456.0
33621,Proprabax,May,2020,Hospital,Private,3456.0
33649,Proprabax,October,2019,Hospital,Private,3456.0
7647,Amlominphen Dexanovate,December,2018,Pharmacy,Institution,3451.0
7987,Amphesirox,September,2020,Pharmacy,Institution,3450.0
24539,Interfedox Pilobamol,September,2020,Pharmacy,Institution,3444.0
23316,Ibruferon,June,2019,Pharmacy,Retail,3444.0
39623,Syntheruvax Proracin,January,2019,Hospital,Private,3440.0
33147,Primatate Univatol,December,2020,Pharmacy,Institution,3440.0
34298,Pulmofine,February,2019,Pharmacy,Institution,3440.0
34273,Pulmofine,December,2017,Hospital,Government,3440.0
21874,Formolovir Amanferon,September,2020,Hospital,Private,3438.0
2770,Adrecetam Barazoxane,June,2020,Hospital,Government,3432.0
3956,Afluferon Entrarenone,November,2020,Hospital,Private,3432.0
4486,Aggrakine,March,2017,Pharmacy,Retail,3431.0
13085,Ceretosine,May,2020,Pharmacy,Institution,3430.0
12989,Ceretosine,December,2020,Hospital,Private,3430.0
13021,Ceretosine,January,2020,Pharmacy,Institution,3430.0
13005,Ceretosine,February,2020,Hospital,Private,3430.0
3587,Afaxacin,October,2019,Hospital,Private,3420.0
3514,Afaxacin,July,2020,Hospital,Private,3420.0
8590,Angioparin Brimosumab,August,2020,Pharmacy,Institution,3410.0
24903,Interfestar,October,2020,Hospital,Private,3410.0
8655,Angioparin Brimosumab,July,2020,Pharmacy,Retail,3410.0
24862,Interfestar,May,2018,Hospital,Government,3410.0
33880,Propratecan,August,2018,Hospital,Private,3410.0
33963,Propratecan,June,2019,Hospital,Government,3410.0
15430,Cricane Acamsumab,April,2020,Hospital,Government,3410.0
2739,Adrecetam Barazoxane,January,2020,Hospital,Private,3408.0
11482,Benzoprox,February,2019,Pharmacy,Institution,3408.0
586,Abranatal Lysoprosate,April,2020,Pharmacy,Institution,3405.0
45284,Zynosine,December,2019,Pharmacy,Retail,3404.0
45384,Zynosine,November,2017,Hospital,Government,3404.0
10318,Arivac,December,2019,Pharmacy,Institution,3402.0
10453,Arivac,September,2017,Hospital,Private,3402.0
4839,Alarudin Azarolac,July,2018,Hospital,Government,3402.0
17083,Dexmebital Acanplan,May,2020,Pharmacy,Retail,3400.0
33411,Proderal,March,2019,Hospital,Private,3400.0
2627,Adideine,November,2019,Hospital,Government,3390.0
2541,Adideine,January,2017,Pharmacy,Institution,3390.0
15737,Cyclovital,May,2017,Pharmacy,Institution,3385.0
15624,Cyclovital,April,2020,Pharmacy,Retail,3385.0
2803,Adrecetam Barazoxane,November,2017,Hospital,Government,3384.0
44556,Zarostral,January,2019,Hospital,Private,3384.0
14543,Clinolan Pitoletra,January,2020,Hospital,Private,3380.0
5368,Aldevac,December,2020,Hospital,Government,3380.0
14493,Clinolan Pitoletra,August,2019,Pharmacy,Institution,3380.0
5363,Aldevac,December,2018,Pharmacy,Retail,3380.0
1369,Aciprex,December,2018,Pharmacy,Institution,3368.0
36693,Rositroban,October,2020,Pharmacy,Retail,3367.0
20462,Factofribrate,June,2019,Hospital,Government,3366.0
15456,Cricane Acamsumab,December,2018,Pharmacy,Institution,3366.0
6396,Alisteride Pemidizem,March,2018,Pharmacy,Retail,3360.0
14354,Clinicilin Pentozone,January,2020,Pharmacy,Institution,3360.0
14387,Clinicilin Pentozone,June,2020,Pharmacy,Retail,3360.0
3591,Afaxacin,October,2020,Hospital,Private,3360.0
2776,Adrecetam Barazoxane,March,2017,Pharmacy,Institution,3360.0
11850,Bexridol,December,2020,Pharmacy,Institution,3360.0
11928,Bexridol,March,2020,Hospital,Private,3360.0
26639,Lacoplex Hyaluvance,April,2019,Hospital,Private,3340.0
26695,Lacoplex Hyaluvance,January,2017,Pharmacy,Institution,3340.0
32660,Pitodomide,May,2018,Hospital,Private,3336.0
24142,Immurenol Temarate,October,2020,Hospital,Government,3333.0
45335,Zynosine,July,2020,Pharmacy,Retail,3330.0
4302,Agalsiline,March,2019,Pharmacy,Institution,3328.0
15411,Cortirodine Alimcline,September,2019,Hospital,Private,3328.0
7866,Amphesirox,January,2017,Pharmacy,Retail,3325.0
7857,Amphesirox,February,2019,Pharmacy,Institution,3325.0
9126,Antilamin Clinbital,September,2019,Pharmacy,Institution,3320.0
9114,Antilamin Clinbital,October,2020,Pharmacy,Institution,3320.0
2669,Adrecetam Barazoxane,April,2017,Pharmacy,Retail,3312.0
2805,Adrecetam Barazoxane,November,2017,Pharmacy,Institution,3312.0
27874,Lovapur,June,2018,Pharmacy,Institution,3306.0
14946,Comzyme,June,2017,Pharmacy,Institution,3306.0
15101,Cordamectin Actolamin,January,2017,Hospital,Government,3303.0
13792,Claricriptine Adaferol,July,2018,Pharmacy,Institution,3300.0
960,Acantaine,April,2019,Hospital,Private,3300.0
13846,Claricriptine Adaferol,May,2020,Hospital,Private,3300.0
8505,Androporin,May,2019,Hospital,Private,3295.0
8370,Androporin,April,2017,Hospital,Private,3295.0
38833,Symbiroban,December,2018,Pharmacy,Retail,3294.0
2080,Acycnafine Microvate,October,2020,Pharmacy,Retail,3290.0
32711,Pitodomide,September,2019,Hospital,Government,3288.0
2819,Adrecetam Barazoxane,October,2017,Hospital,Government,3288.0
32549,Pitodomide,August,2018,Hospital,Government,3288.0
28120,Lovavatol Azelavarix,November,2020,Hospital,Government,3286.0
28136,Lovavatol Azelavarix,October,2020,Hospital,Government,3286.0
23352,Ibruferon,May,2020,Pharmacy,Retail,3280.0
23227,Ibruferon,August,2017,Hospital,Private,3280.0
5287,Albuterenone,November,2019,Hospital,Private,3280.0
18431,Dorzovorin Pentadarone,October,2017,Hospital,Government,3280.0
18394,Dorzovorin Pentadarone,March,2019,Pharmacy,Retail,3280.0
23287,Ibruferon,January,2020,Hospital,Private,3280.0
18331,Dorzovorin Pentadarone,February,2020,Hospital,Government,3280.0
18295,Dorzovorin Pentadarone,August,2019,Hospital,Government,3280.0
45221,Zonixamine Immulinum,October,2020,Hospital,Government,3278.0
5506,Aldevac,September,2018,Pharmacy,Institution,3276.0
19271,Enzastryl,February,2018,Hospital,Government,3276.0
24270,Insozyme,June,2020,Hospital,Private,3275.0
24266,Insozyme,June,2019,Hospital,Private,3275.0
7888,Amphesirox,July,2019,Hospital,Private,3275.0
13515,Ciclonazol,April,2017,Hospital,Private,3267.0
38093,Spiroderall,February,2020,Hospital,Government,3265.0
33338,Proderal,December,2020,Pharmacy,Institution,3264.0
2709,Adrecetam Barazoxane,December,2020,Hospital,Government,3264.0
33512,Proprabax,August,2020,Pharmacy,Institution,3264.0
2685,Adrecetam Barazoxane,August,2018,Hospital,Government,3264.0
6330,Alisteride Pemidizem,February,2018,Hospital,Private,3255.0
14311,Clinicilin Pentozone,December,2017,Pharmacy,Institution,3248.0
14355,Clinicilin Pentozone,January,2020,Pharmacy,Retail,3248.0
41521,Tiaracil,January,2019,Hospital,Government,3240.0
32747,Presetron,August,2020,Hospital,Government,3240.0
32793,Presetron,January,2019,Pharmacy,Retail,3240.0
17303,Dexmeprazole Transnuvia,October,2020,Pharmacy,Retail,3240.0
32563,Pitodomide,December,2017,Pharmacy,Institution,3240.0
3586,Afaxacin,October,2019,Hospital,Government,3240.0
11151,Atrabicin Alkerotec,June,2020,Hospital,Private,3237.0
34508,Pulmogen Alitora,January,2020,Hospital,Private,3235.0
26243,Kinerinex,September,2019,Hospital,Government,3235.0
34551,Pulmogen Alitora,March,2019,Hospital,Government,3235.0
34587,Pulmogen Alitora,November,2020,Hospital,Government,3235.0
978,Acantaine,August,2019,Pharmacy,Retail,3234.0
45589,Zyvance,October,2017,Hospital,Government,3230.0
45619,Zyvance,September,2020,Pharmacy,Institution,3230.0
33399,Proderal,June,2020,Hospital,Private,3230.0
45433,Zyvance,April,2017,Pharmacy,Institution,3230.0
45598,Zyvance,October,2019,Hospital,Private,3230.0
317,Abilovir Aprotasol,March,2020,Pharmacy,Institution,3228.0
43669,Vibratosine Alemtrace,May,2018,Hospital,Private,3228.0
16822,Dexacilin Triline,January,2019,Hospital,Private,3225.0
3828,Afluferon Entrarenone,August,2020,Hospital,Government,3224.0
22901,Hepavice,January,2019,Pharmacy,Retail,3220.0
22869,Hepavice,December,2019,Pharmacy,Retail,3220.0
2798,Adrecetam Barazoxane,May,2019,Pharmacy,Institution,3216.0
10500,Asparathasone Unipan,December,2017,Hospital,Government,3213.0
35123,Ranediol,March,2020,Pharmacy,Retail,3208.0
31322,Oxymotroban Fexoformin,March,2019,Pharmacy,Retail,3206.0
13762,Claricriptine Adaferol,February,2019,Hospital,Government,3201.0
4279,Agalsiline,June,2017,Pharmacy,Retail,3200.0
15321,Cortirodine Alimcline,July,2020,Hospital,Private,3200.0
7812,Amphesirox,April,2020,Hospital,Government,3200.0
33545,Proprabax,January,2017,Hospital,Private,3200.0
11849,Bexridol,December,2020,Hospital,Private,3200.0
11924,Bexridol,March,2019,Hospital,Private,3200.0
24421,Interfedox Pilobamol,January,2018,Pharmacy,Institution,3198.0
7602,Amcibax Amcikeran,September,2019,Hospital,Private,3190.0
15423,Cricane Acamsumab,April,2018,Hospital,Private,3190.0
40123,Tesnorphine Silotamine,April,2017,Pharmacy,Institution,3190.0
39727,Syntheruvax Proracin,September,2017,Pharmacy,Retail,3182.0
18059,Diprotaine,October,2019,Pharmacy,Institution,3180.0
28053,Lovavatol Azelavarix,July,2019,Hospital,Private,3180.0
28139,Lovavatol Azelavarix,October,2020,Pharmacy,Retail,3180.0
38954,Symbiroban,October,2018,Hospital,Government,3172.0
20447,Factofribrate,July,2019,Hospital,Private,3168.0
2836,Adrecetam Barazoxane,September,2017,Hospital,Private,3168.0
41323,Thionide,February,2020,Pharmacy,Institution,3164.0
41386,Thionide,March,2020,Hospital,Private,3164.0
34994,Quixitriptan Alanesin,September,2019,Pharmacy,Institution,3160.0
24376,Interfedox Pilobamol,August,2019,Hospital,Private,3157.0
25330,Ionclotide,August,2020,Pharmacy,Retail,3155.0
25377,Ionclotide,January,2020,Pharmacy,Institution,3155.0
44783,Zithrotrol,March,2017,Hospital,Private,3151.0
6462,Alisteride Pemidizem,September,2019,Hospital,Private,3150.0
453,Abobozolid,January,2019,Hospital,Private,3150.0
558,Abobozolid,September,2017,Pharmacy,Institution,3150.0
5369,Aldevac,December,2020,Hospital,Private,3146.0
3705,Afinitasol,June,2017,Hospital,Government,3146.0
32593,Pitodomide,January,2017,Hospital,Private,3144.0
38395,Stelazolid,October,2020,Pharmacy,Institution,3139.0
26047,Kinenadryl,September,2017,Pharmacy,Institution,3128.0
33700,Propralamide Dexlanzolam,August,2020,Hospital,Private,3128.0
11599,Benzoprox,October,2020,Pharmacy,Retail,3124.0
19240,Enzastryl,August,2018,Hospital,Private,3120.0
3923,Afluferon Entrarenone,March,2020,Hospital,Government,3120.0
6253,Alimmethate Insudase,October,2019,Hospital,Government,3120.0
32666,Pitodomide,May,2019,Pharmacy,Retail,3120.0
