,Product Name,Year,Month,Sales
9298,Sanctumine,2019,October,282951.0
5204,Factolamide,2018,May,282900.0
9052,Relenvice,2019,January,282744.0
5048,Exexone,2017,May,282737.0
5759,Hemavate Spirolinum,2020,September,282450.0
8982,Relenstrel Exurabine,2017,June,282384.0
7322,Malavirine Alimdine,2019,December,282256.0
10022,Syntheruvax Proracin,2020,December,282166.0
2100,Ampysin,2020,April,282123.0
10520,Topifribrate,2017,May,281934.0
9320,Saprodeine Zanprosyn,2017,May,281865.0
8775,Quiniprosyn,2020,February,281685.0
7258,Magneprex,2017,October,281622.0
7054,Lovapur,2020,October,281561.0
9873,Symbisine Prednimadin,2019,November,281504.0
634,Adideine,2017,October,281370.0
7289,Magneprex,2020,July,281248.0
3248,Cephozumab Synmethate,2019,May,281088.0
9404,Secrelazine Insonamic,2020,May,281070.0
2494,Aquamycin Lacoran,2020,October,280830.0
7811,Nisorase,2019,September,280602.0
3969,Cyclovital,2019,November,280278.0
10138,Tesnorphine Silotamine,2017,October,280082.0
7930,Palodizem,2017,October,279792.0
456,Acubulin,2019,April,279790.0
4728,Duraprazole Agalsixolol,2019,April,279750.0
2740,Atomorelin,2017,January,279720.0
2098,Ampysin,2019,October,279693.0
5585,Ganineva Agenium,2018,July,279630.0
5042,Exexone,2017,December,279630.0
2438,Apronazol,2020,December,279424.0
3629,Clinicilin Pentozone,2019,July,279328.0
9266,Sanctumine,2017,December,279226.0
535,Acycpex,2017,March,278970.0
1716,Alpharolac,2020,April,278759.0
2841,Belavarix Benzabicin,2017,November,278637.0
4301,Dexmebital Acanplan,2019,July,278630.0
3146,Ceftatana Serolamide,2019,December,278460.0
8917,Raparidol,2020,August,278443.0
9523,Sodinel Olofribrate,2018,March,278300.0
9165,Ribabyclor,2020,November,278117.0
7808,Nisorase,2019,May,277851.0
8188,Pentastrin,2019,January,277823.0
1098,Agalsiline,2020,June,277760.0
11161,Xenaderal,2019,August,277723.0
6288,Interzide,2017,April,277620.0
7444,Menogine,2017,January,277508.0
2884,Benzoprox,2017,January,277468.0
10456,Thionide,2020,January,277302.0
2041,Ampinonide,2019,August,277264.0
2021,Ampinonide,2017,July,277264.0
1708,Alpharolac,2019,January,277160.0
7018,Lovapur,2017,October,277153.0
1126,Aggrakine,2018,October,277018.0
11207,Xenaminphen,2018,September,276900.0
10465,Tiaracil,2017,August,276696.0
2822,Atrabicin Alkerotec,2020,December,276639.0
5151,Factofribrate,2018,February,276507.0
5880,Ibruferon,2019,April,276422.0
1303,Albuterenone,2017,March,276258.0
3806,Cordamectin Actolamin,2018,December,275984.0
9693,Stelazolid,2020,November,275940.0
9170,Robapril,2017,December,275877.0
7959,Palodizem,2020,February,275772.0
2352,Apromin,2017,April,275625.0
2111,Ampysin,2020,September,275562.0
8231,Pitodomide,2018,September,275520.0
2212,Antaparin Varizyme,2017,January,274968.0
7598,Microroban Afatigomar,2018,December,274850.0
3777,Comzyme,2019,November,274626.0
6370,Invisteride Diclomycin,2019,October,274364.0
2889,Benzoprox,2017,November,274344.0
5027,Ergomethate,2019,September,274216.0
2994,Bexridol,2018,June,274160.0
9172,Robapril,2017,January,274065.0
1941,Amlominphen Dexanovate,2018,November,274057.0
6515,Ketastadil,2019,September,273917.0
5573,Ganineva Agenium,2017,July,273780.0
2526,Araxetine,2019,June,273739.5
1472,Algluconium Dorzofoxin,2019,May,273728.0
5844,Hydroxyprosyn,2020,April,273460.0
107,Abobozolid,2017,September,273450.0
5780,Hepavice,2018,May,273420.0
5458,Flutacerol,2019,October,273415.0
5452,Flutacerol,2019,January,273415.0
9814,Symbiroban,2018,October,273280.0
10944,Veratorol Ciclovatol,2017,April,273196.0
2580,Argalazine Abostryl,2020,April,273180.0
8258,Presetron,2017,December,273024.0
6293,Interzide,2017,July,273000.0
9994,Syntheruvax Proracin,2017,October,272964.0
9163,Ribabyclor,2020,March,272958.0
6748,Lacoplex Hyaluvance,2019,January,272878.0
8636,Pulmodiol Adalaxime,2020,May,272855.0
8772,Quiniprosyn,2020,April,272785.0
5823,Hydroxyprosyn,2018,February,272580.0
6230,Interfeferon Aspipex,2020,December,272480.0
9356,Saprodeine Zanprosyn,2020,May,272405.0
5472,Formolovir Amanferon,2017,April,272366.0
8193,Pentastrin,2019,November,272356.0
10668,Tracdomide,2018,April,272356.0
3422,Ciclonazol,2018,December,272250.0
3101,Brimorix Amonine,2019,July,272232.0
10498,Tiaracil,2019,October,272160.0
7423,Megenorphine,2019,March,272154.0
9983,Symdocet,2020,September,272130.0
4309,Dexmebital Acanplan,2020,August,272000.0
7492,Metapatch,2017,January,271998.0
7801,Nisorase,2019,August,271956.0
3563,Clindaracil,2017,September,271956.0
2792,Atrabicin Alkerotec,2017,May,271908.0
8137,Penitrana,2019,August,271901.0
10068,Tacrodomide,2020,April,271740.0
3349,Choriogestrel,2020,August,271701.0
8933,Rebedase Aplencor,2017,July,271620.0
2638,Arivac,2020,October,271593.0
2813,Atrabicin Alkerotec,2019,July,271410.0
7958,Palodizem,2020,December,271350.0
10278,Tetratanyl,2017,June,271341.0
8462,Proprabax,2018,December,271296.0
3577,Clindaracil,2019,August,271264.0
7684,Neuropogen Empibax,2017,January,271040.0
3769,Comzyme,2019,August,270978.0
2655,Asparathasone Unipan,2018,February,270963.0
907,Afaxacin,2020,March,270780.0
7339,Malavirine Alimdine,2020,March,270751.0
8429,Proderal,2019,July,270640.0
3592,Clindaracil,2020,January,270399.0
6436,Ketamara Evogel,2017,January,270336.0
9777,Sumanazole,2019,November,270319.0
1571,Alimmethate Insudase,2019,September,270192.0
8140,Penitrana,2019,January,270111.0
2347,Aprerase,2020,March,270072.0
5046,Exexone,2017,June,270070.0
3215,Cephovelam,2020,September,269916.0
9436,Sevoderm,2019,January,269841.0
7103,Lovavatol Azelavarix,2020,September,269558.0
11209,Xenaminphen,2019,August,269490.0
430,Aclonuma,2020,October,269232.0
1310,Albuterenone,2018,December,268960.0
3060,Biotasol Siloderm,2020,April,268933.0
1903,Amcibax Amcikeran,2019,March,268917.0
6029,Imiformin Transmunex,2019,July,268800.0
1738,Alpradipine,2017,October,268780.0
8551,Propratecan,2017,March,268708.0
10128,Tesnorphine Silotamine,2017,April,268598.0
3341,Choriogestrel,2019,July,268578.0
3009,Bexridol,2019,November,268320.0
6859,Lansopril Acribax,2020,March,268140.0
7250,Magneprex,2017,December,267971.0
10951,Veratorol Ciclovatol,2017,March,267960.0
2315,Aprerase,2017,September,267894.0
9312,Saprodeine Zanprosyn,2017,April,267675.0
10503,Tiaracil,2020,February,267624.0
9288,Sanctumine,2019,April,267604.0
728,Adriacaine,2017,May,267501.0
6554,Kinenadryl,2019,December,267444.0
4655,Dorzovorin Pentadarone,2020,September,267156.0
3579,Clindaracil,2019,February,267112.0
5266,Fentalac,2019,October,266976.0
928,Afinitasol,2018,January,266838.0
946,Afinitasol,2019,October,266838.0
2799,Atrabicin Alkerotec,2018,February,266679.0
8340,Primapion,2020,April,266664.0
3861,Cortirodine Alimcline,2018,November,266624.0
338,Aciprex,2017,December,266493.0
11298,Zithrotrol,2018,June,266465.0
7802,Nisorase,2019,December,266454.0
1900,Amcibax Amcikeran,2019,January,266365.0
2291,Antilamin Clinbital,2019,September,266264.0
9805,Symbiroban,2018,August,266204.0
4238,Dexacilin Triline,2018,December,265998.0
5492,Formolovir Amanferon,2018,May,265872.0
3887,Cortirodine Alimcline,2020,September,265856.0
2779,Atomorelin,2020,March,265845.0
11304,Zithrotrol,2019,April,265643.0
3788,Comzyme,2020,May,265620.0
4277,Dexmebital Acanplan,2017,July,265540.0
8526,Propralamide Dexlanzolam,2019,June,265489.0
3647,Clinicilin Pentozone,2020,September,265328.0
9314,Saprodeine Zanprosyn,2017,December,265310.0
106,Abobozolid,2017,October,265125.0
1317,Albuterenone,2018,November,265106.0
10110,Temasone Thiobucil,2019,June,265100.0
5850,Hydroxyprosyn,2020,June,264880.0
10254,Tetalamide,2019,June,264880.0
4119,Darlofen,2020,February,264843.0
7099,Lovavatol Azelavarix,2020,March,264788.0
4340,Dexmeprazole Transnuvia,2018,May,264780.0
3541,Claripenem,2020,August,264768.0
10308,Tetratanyl,2020,April,264698.0
979,Afluferon Entrarenone,2018,March,264680.0
9196,Robapril,2019,January,264552.0
3589,Clindaracil,2020,August,264517.0
3707,Cogxone Levanide,2017,September,264110.0
7837,Novakyn Tracprox,2018,August,264096.0
4516,Diprotaine,2017,January,263940.0
11267,Zarostral,2019,September,263670.0
3612,Clinicilin Pentozone,2018,April,263648.0
5493,Formolovir Amanferon,2018,November,263580.0
7347,Malaxolol Aeroprosyn,2017,February,263550.0
10002,Syntheruvax Proracin,2018,June,263504.0
1091,Agalsiline,2019,September,263360.0
2362,Apromin,2017,October,263250.0
130,Abobozolid,2019,October,263250.0
5342,Feruprazole,2018,December,263235.0
8082,Pazofenac,2018,June,263220.0
3795,Cordamectin Actolamin,2017,February,263139.0
2030,Ampinonide,2018,December,263128.0
9465,Sevotrana Tiafoxin,2017,November,263120.0
6095,Immurenol Temarate,2020,September,263004.0
5684,Halciramine,2018,May,262987.0
6191,Interfedox Pilobamol,2020,September,262974.0
2066,Ampysin,2017,December,262926.0
11172,Xenaderal,2020,April,262795.0
7198,Lovepion,2020,October,262752.0
5833,Hydroxyprosyn,2019,August,262680.0
2734,Aspinavir Silovance,2020,October,262422.0
3346,Choriogestrel,2019,October,262332.0
3039,Biotasol Siloderm,2018,February,262219.0
1449,Algluconium Dorzofoxin,2017,November,262119.0
4284,Dexmebital Acanplan,2018,April,261970.0
7706,Neuropogen Empibax,2019,December,261965.0
2812,Atrabicin Alkerotec,2019,January,261699.0
6068,Immurenol Temarate,2018,May,261489.0
2656,Asparathasone Unipan,2018,January,261018.0
6524,Ketastadil,2020,May,260946.0
8091,Pazofenac,2019,February,260883.0
9228,Rositroban,2018,April,260702.0
10058,Tacrodomide,2019,December,260400.0
3262,Cephozumab Synmethate,2020,October,260352.0
11179,Xenaderal,2020,March,260307.0
458,Acubulin,2019,December,260190.0
1959,Amlominphen Dexanovate,2020,February,260134.0
5229,Factolamide,2020,November,260130.0
2867,Belavarix Benzabicin,2019,September,260035.0
3881,Cortirodine Alimcline,2020,July,259840.0
1110,Aggrakine,2017,June,259816.0
7849,Novakyn Tracprox,2019,August,259488.0
8823,Quixitriptan Alanesin,2020,February,259357.0
730,Adriacaine,2017,October,259198.0
6734,Lacoplex Hyaluvance,2018,December,259184.0
7257,Magneprex,2017,November,259182.0
5716,Hemavate Spirolinum,2017,January,259140.0
9204,Robapril,2020,April,259116.0
6087,Immurenol Temarate,2020,February,259065.0
5831,Hydroxyprosyn,2018,September,258940.0
3621,Clinicilin Pentozone,2018,November,258720.0
9207,Robapril,2020,February,258663.0
8075,Pazofenac,2017,September,258423.0
9133,Ribabyclor,2018,August,258419.0
4251,Dexacilin Triline,2019,February,258258.0
9287,Sanctumine,2018,September,258217.0
4549,Diprotaine,2020,August,258216.0
3418,Ciclonazol,2017,October,258093.0
552,Acycpex,2019,April,258060.0
11134,Victomine,2020,October,258030.0
4245,Dexacilin Triline,2018,November,258000.0
9858,Symbisine Prednimadin,2018,June,257792.0
8285,Presetron,2019,July,257688.0
9961,Symdocet,2019,August,257560.0
8189,Pentastrin,2019,July,257446.0
3870,Cortirodine Alimcline,2019,June,257280.0
6572,Kinenadryl,2020,May,257278.0
4078,Dantolac Pazocor,2020,October,257210.0
6364,Invisteride Diclomycin,2019,January,257188.0
10204,Testant,2019,January,257176.0
7505,Metapatch,2018,July,257106.0
5491,Formolovir Amanferon,2018,March,257086.0
5948,Ibrulinum,2020,May,257070.0
9876,Symbisine Prednimadin,2020,April,256880.0
1765,Alpradipine,2020,August,256765.0
11322,Zithrotrol,2020,June,256738.0
2863,Belavarix Benzabicin,2019,March,256629.0
7271,Magneprex,2018,September,256564.0
4744,Duraprazole Agalsixolol,2020,January,256500.0
2842,Belavarix Benzabicin,2017,October,256498.0
5895,Ibruferon,2020,February,256414.0
3535,Claripenem,2019,March,256256.0
5739,Hemavate Spirolinum,2019,February,256200.0
3453,Ciclonazol,2020,November,256157.0
10468,Tiaracil,2017,January,256122.0
4619,Dorzovorin Pentadarone,2017,September,256004.0
2854,Belavarix Benzabicin,2018,October,255974.0
3448,Ciclonazol,2020,January,255915.0
8770,Quiniprosyn,2019,October,255875.0
9963,Symdocet,2019,February,255680.0
9825,Symbiroban,2019,November,255346.0
75,Abilovir Aprotasol,2019,February,255281.0
10593,Topipizole,2019,November,255024.0
5517,Formolovir Amanferon,2020,November,254985.0
2296,Antilamin Clinbital,2020,January,254976.0
6697,Kiovax Tercorolac,2019,August,254866.0
3610,Clinicilin Pentozone,2017,October,254800.0
7202,Magnemunex,2017,December,254241.0
5519,Formolovir Amanferon,2020,September,254221.0
721,Adriacaine,2017,August,254144.0
11297,Zithrotrol,2018,July,253724.0
1921,Amlominphen Dexanovate,2017,August,253589.0
256,Acantaine,2018,January,253440.0
5772,Hepavice,2018,April,253400.0
6768,Lactubucil,2017,April,253305.0
7963,Palodizem,2020,March,253260.0
3652,Clinolan Pitoletra,2017,January,253240.0
3380,Choriotrisin,2018,May,252948.0
8126,Penitrana,2018,December,252927.0
9024,Relenvice,2017,April,252909.0
6050,Immurenol Temarate,2017,December,252702.0
10902,Ultrimax Ultriset,2017,June,252591.0
1034,Afretosine,2019,December,252500.0
9743,Sucprine Specbalamin,2020,September,252434.0
2606,Arivac,2018,December,252315.0
5859,Ibruferon,2017,February,252314.0
1838,Amavirase,2018,December,252266.0
118,Abobozolid,2018,October,252225.0
11288,Zithrotrol,2017,May,252217.0
500,Acycnafine Microvate,2018,May,252014.0
2708,Aspinavir Silovance,2018,May,251991.0
3332,Choriogestrel,2018,May,251922.0
7785,Nisorase,2017,November,251913.0
5044,Exexone,2017,January,251906.0
10190,Testant,2018,December,251808.0
4354,Dexmeprazole Transnuvia,2019,October,251640.0
8964,Rebedase Aplencor,2020,April,251640.0
4228,Dexacilin Triline,2017,January,251550.0
8229,Pitodomide,2018,November,251424.0
8453,Proprabax,2017,July,251328.0
1833,Amavirase,2017,November,251292.0
2068,Ampysin,2017,January,251262.0
2074,Ampysin,2017,October,251019.0
1928,Amlominphen Dexanovate,2017,May,250971.0
4131,Dasagestin,2017,February,250900.0
9915,Symbitrim,2019,February,250848.0
9924,Symbitrim,2020,April,250848.0
7667,Morphizolid Tianalin,2019,September,250796.0
3423,Ciclonazol,2018,February,250591.0
4331,Dexmeprazole Transnuvia,2017,September,250380.0
58,Abilovir Aprotasol,2017,October,250170.0
7560,Methiclotide,2019,April,250068.0
10363,Thalilamide,2020,March,249690.0
4323,Dexmeprazole Transnuvia,2017,February,249660.0
90,Abilovir Aprotasol,2020,June,249632.0
982,Afluferon Entrarenone,2018,October,249496.0
7828,Novakyn Tracprox,2017,January,249408.0
3287,Ceretosine,2018,September,249361.0
8153,Penitrana,2020,July,249347.0
1136,Aggrakine,2019,May,249241.0
115,Abobozolid,2018,March,249150.0
2787,Atrabicin Alkerotec,2017,February,249000.0
968,Afluferon Entrarenone,2017,May,248976.0
4618,Dorzovorin Pentadarone,2017,October,248952.0
5020,Ergomethate,2019,January,248848.0
7954,Palodizem,2019,October,248838.0
3572,Clindaracil,2018,May,248774.0
3573,Clindaracil,2018,November,248774.0
3266,Ceretosine,2017,December,248675.0
9588,Solasteride,2020,April,248560.0
7039,Lovapur,2019,March,248501.0
3431,Ciclonazol,2018,September,248413.0
8101,Pazofenac,2020,August,248337.0
9350,Saprodeine Zanprosyn,2020,December,248325.0
5507,Formolovir Amanferon,2019,September,248300.0
5316,Fentatrol Rapatelase,2020,April,248236.0
7070,Lovavatol Azelavarix,2018,December,248146.0
9295,Sanctumine,2019,March,248085.0
3614,Clinicilin Pentozone,2018,December,247968.0
5079,Exexone,2020,February,247843.0
8924,Raparidol,2020,May,247775.0
11170,Xenaderal,2019,October,247556.0
9555,Solasteride,2017,February,247520.0
7499,Metapatch,2017,September,247470.0
1365,Aldevac,2018,November,247442.0
11437,Zynosine,2018,August,247308.0
11164,Xenaderal,2019,January,247245.0
8542,Propralamide Dexlanzolam,2020,October,247112.0
5810,Hydroxyprosyn,2017,December,247060.0
8888,Raparidol,2017,May,247027.0
8868,Ranediol,2020,April,247016.0
2264,Antilamin Clinbital,2017,May,247008.0
6091,Immurenol Temarate,2020,March,246945.0
11150,Xenaderal,2018,December,246934.0
9987,Syntheruvax Proracin,2017,February,246906.0
5988,Imiderm Vibranovate,2020,April,246870.0
11405,Zonixamine Immulinum,2019,July,246744.0
3847,Cortirodine Alimcline,2017,March,246656.0
5756,Hemavate Spirolinum,2020,May,246330.0
3692,Clinolan Pitoletra,2020,May,246090.0
3196,Cephovelam,2019,January,246068.0
1511,Alglutriptan,2018,September,245917.0
1521,Alglutriptan,2019,November,245917.0
853,Adtiza Gammaluble,2020,August,245888.0
5916,Ibrulinum,2018,April,245860.0
5812,Hydroxyprosyn,2017,January,245740.0
7256,Magneprex,2017,May,245718.0
5116,Exotropin Empizine,2019,January,245705.0
2914,Benzoprox,2019,October,245660.0
9793,Symbiroban,2017,August,245586.0
3877,Cortirodine Alimcline,2020,August,245504.0
3570,Clindaracil,2018,June,245487.0
4339,Dexmeprazole Transnuvia,2018,March,245340.0
4082,Darlofen,2017,December,245225.0
8895,Raparidol,2018,February,245157.0
5733,Hemavate Spirolinum,2018,November,245070.0
7370,Malaxolol Aeroprosyn,2019,December,244976.0
7102,Lovavatol Azelavarix,2020,October,244966.0
3741,Cogxone Levanide,2020,November,244902.0
5749,Hemavate Spirolinum,2020,August,244860.0
1438,Alemtuvatol Megalinum,2020,October,244838.0
6426,Ionclotide,2020,June,244828.0
7576,Methiclotide,2020,January,244572.0
4631,Dorzovorin Pentadarone,2018,September,244360.0
7288,Magneprex,2020,January,244222.0
6030,Imiformin Transmunex,2019,June,244000.0
1660,Allomenda,2019,January,243987.0
11273,Zarostral,2020,July,243930.0
5930,Ibrulinum,2019,December,243770.0
745,Adriacaine,2019,August,243675.0
7562,Methiclotide,2019,December,243656.0
11330,Zonitonin,2017,December,243460.0
8929,Rebedase Aplencor,2017,August,243360.0
7267,Magneprex,2018,March,243287.0
7259,Magneprex,2017,September,243287.0
3845,Cortirodine Alimcline,2017,July,243200.0
3304,Ceretosine,2020,January,243187.0
8473,Proprabax,2019,August,243072.0
796,Adriafinil Ehtymara,2019,January,242890.0
5496,Formolovir Amanferon,2019,April,242379.0
5063,Exexone,2018,September,242346.0
8292,Presetron,2020,April,242136.0
2510,Araxetine,2018,December,242100.0
10948,Veratorol Ciclovatol,2017,January,242088.0
3771,Comzyme,2019,February,241908.0
3420,Ciclonazol,2018,April,241879.0
2101,Ampysin,2020,August,241785.0
9014,Relenstrel Exurabine,2020,December,241680.0
3677,Clinolan Pitoletra,2019,July,241670.0
11518,Zyvance,2020,October,241604.0
5763,Hepavice,2017,February,241500.0
991,Afluferon Entrarenone,2019,March,241488.0
3773,Comzyme,2019,July,241452.0
3636,Clinicilin Pentozone,2020,April,241360.0
885,Afaxacin,2018,November,241320.0
5178,Factofribrate,2020,June,241164.0
5998,Imiderm Vibranovate,2020,October,241020.0
7599,Microroban Afatigomar,2018,February,240912.0
9742,Sucprine Specbalamin,2020,October,240786.0
11315,Zithrotrol,2019,September,240709.0
10950,Veratorol Ciclovatol,2017,June,240702.0
4595,Docstryl Rivacin,2019,September,240645.0
1071,Agalsiline,2018,February,240640.0
3388,Choriotrisin,2019,January,240537.0
5694,Halciramine,2019,June,240492.0
4362,Dexmeprazole Transnuvia,2020,June,240480.0
7516,Metapatch,2019,January,240462.0
4700,Doxivorin,2020,May,240456.0
4462,Diazemid Felcept,2020,October,240296.0
7515,Metapatch,2019,February,240024.0
11254,Zarostral,2018,October,239982.0
8032,Paronium Atracustone,2018,January,239706.0
3963,Cyclovital,2019,February,239658.0
8090,Pazofenac,2019,December,239481.0
8118,Penitrana,2017,June,239323.0
5219,Factolamide,2019,September,239085.0
9324,Saprodeine Zanprosyn,2018,April,239080.0
3693,Clinolan Pitoletra,2020,November,239070.0
4596,Docstryl Rivacin,2020,April,239067.0
3594,Clindaracil,2020,June,238913.0
5372,Feruprazole,2020,May,238855.0
1059,Agalsiline,2017,February,238784.0
2207,Angioparin Brimosumab,2020,September,238700.0
9313,Saprodeine Zanprosyn,2017,August,238650.0
6990,Liomulin,2019,June,238630.0
3149,Ceftatana Serolamide,2019,July,238595.0
9285,Sanctumine,2018,November,238549.0
5160,Factofribrate,2019,April,238392.0
8141,Penitrana,2019,July,238249.0
11290,Zithrotrol,2017,October,238243.0
911,Afaxacin,2020,September,238200.0
11435,Zynosine,2017,September,238132.0
2348,Aprerase,2020,May,238128.0
2024,Ampinonide,2017,May,238080.0
8784,Quixitriptan Alanesin,2017,April,238027.0
4900,Eproline,2017,January,237900.0
9656,Stelazolid,2017,May,237834.0
8299,Presetron,2020,March,237600.0
10502,Tiaracil,2020,December,237492.0
7268,Magneprex,2018,May,237490.0
4028,Dantocept Ferurenone,2020,May,237311.0
3757,Comzyme,2018,August,237120.0
11200,Xenaminphen,2018,January,237120.0
11432,Zynosine,2017,May,237096.0
9519,Sodinel Olofribrate,2018,February,236850.0
11201,Xenaminphen,2018,July,236730.0
3322,Choriogestrel,2017,October,236654.0
9197,Robapril,2019,July,236466.0
1269,Albudazole Erobloc,2018,November,236460.0
2833,Belavarix Benzabicin,2017,August,236455.0
3412,Ciclonazol,2017,January,236434.0
10481,Tiaracil,2018,July,236358.0
1946,Amlominphen Dexanovate,2019,December,236096.0
5530,Fosinofen,2017,October,236005.0
10994,Vibratosine Alemtrace,2017,December,235644.0
148,Abranatal Lysoprosate,2017,January,235626.0
10541,Topifribrate,2019,July,235359.0
4556,Diprotaine,2020,May,235320.0
3595,Clindaracil,2020,March,235280.0
8882,Raparidol,2017,December,235246.0
1932,Amlominphen Dexanovate,2018,April,235025.0
9088,Requimadin,2018,January,235008.0
3831,Cordamectin Actolamin,2020,February,234880.0
8905,Raparidol,2019,August,234872.0
11325,Zithrotrol,2020,November,234818.0
8264,Presetron,2017,May,234576.0
3419,Ciclonazol,2017,September,234498.0
11419,Zonixamine Immulinum,2020,March,234228.0
4615,Dorzovorin Pentadarone,2017,March,234192.0
11488,Zyvance,2018,January,234175.0
8122,Penitrana,2017,October,234132.0
9822,Symbiroban,2019,June,233996.0
8252,Pitodomide,2020,May,233568.0
3414,Ciclonazol,2017,June,233530.0
1315,Albuterenone,2018,March,233372.0
10427,Thionide,2017,September,233345.0
5781,Hepavice,2018,November,233240.0
5294,Fentatrol Rapatelase,2018,December,233122.0
56,Abilovir Aprotasol,2017,May,232685.0
10991,Veratorol Ciclovatol,2020,September,232540.0
2489,Aquamycin Lacoran,2020,July,232530.0
5771,Hepavice,2017,September,232400.0
10501,Tiaracil,2020,August,232308.0
5485,Formolovir Amanferon,2018,August,232256.0
9772,Sumanazole,2019,January,232231.0
10509,Tiaracil,2020,November,232146.0
7855,Novakyn Tracprox,2019,March,232128.0
5804,Hepavice,2020,May,231840.0
10979,Veratorol Ciclovatol,2019,September,231770.0
9747,Sumanazole,2017,February,231702.0
8926,Raparidol,2020,October,231693.0
1704,Alpharolac,2019,April,231322.0
5597,Ganineva Agenium,2019,July,231270.0
964,Afluferon Entrarenone,2017,January,231192.0
4685,Doxivorin,2019,July,231168.0
7122,Lovephilus,2018,June,231054.0
2992,Bexridol,2018,January,231040.0
5524,Fosinofen,2017,January,231000.0
5906,Ibrulinum,2017,December,230850.0
8455,Proprabax,2017,March,230848.0
8907,Raparidol,2019,February,230758.0
10024,Syntheruvax Proracin,2020,January,230566.0
3631,Clinicilin Pentozone,2019,March,230496.0
1957,Amlominphen Dexanovate,2020,August,230384.0
1324,Albuterenone,2019,January,230338.0
11275,Zarostral,2020,March,230253.0
2652,Asparathasone Unipan,2018,April,230112.0
9697,Sucprine Specbalamin,2017,August,230048.0
11368,Zonitonin,2020,January,229992.0
8839,Ranediol,2017,March,229773.0
4499,Diprolimus,2019,September,229508.0
3335,Choriogestrel,2018,September,229367.0
2232,Antaparin Varizyme,2019,April,229311.0
10436,Thionide,2018,May,229277.0
993,Afluferon Entrarenone,2019,November,229216.0
11323,Zithrotrol,2020,March,229201.0
10961,Veratorol Ciclovatol,2018,July,229152.0
3616,Clinicilin Pentozone,2018,January,229152.0
10154,Tesnorphine Silotamine,2019,December,229042.0
7625,Microroban Afatigomar,2020,July,228962.0
9000,Relenstrel Exurabine,2019,April,228960.0
8361,Primatate Univatol,2017,November,228932.0
6676,Kiovax Tercorolac,2017,January,228874.0
6850,Lansopril Acribax,2019,October,228780.0
7934,Palodizem,2018,December,228738.0
4246,Dexacilin Triline,2018,October,228717.0
3679,Clinolan Pitoletra,2019,March,228670.0
2807,Atrabicin Alkerotec,2018,September,228582.0
5317,Fentatrol Rapatelase,2020,August,228542.0
6081,Immurenol Temarate,2019,November,228462.0
5920,Ibrulinum,2018,January,228000.0
5797,Hepavice,2020,August,227920.0
6253,Interfestar,2018,August,227912.0
5344,Feruprazole,2018,January,227700.0
10004,Syntheruvax Proracin,2018,May,227556.0
1523,Alglutriptan,2019,September,227556.0
2441,Apronazol,2020,July,227504.0
8592,Pulmodiol Adalaxime,2017,April,227480.0
3508,Claripenem,2017,January,227136.0
4285,Dexmebital Acanplan,2018,August,227120.0
3855,Cortirodine Alimcline,2018,February,227072.0
4144,Dasagestin,2018,January,226968.0
7192,Lovepion,2020,January,226848.0
6830,Lansopril Acribax,2018,December,226812.0
3622,Clinicilin Pentozone,2018,October,226576.0
5334,Feruprazole,2017,June,226550.0
9715,Sucprine Specbalamin,2018,March,226408.0
602,Adalatamine,2019,December,226290.0
4304,Dexmebital Acanplan,2019,May,226100.0
10756,Travosoline Capolac,2017,January,225700.0
11295,Zithrotrol,2018,February,225639.0
2788,Atrabicin Alkerotec,2017,January,225594.0
1175,Aggretisol,2018,September,225582.0
8307,Primapion,2017,February,225336.0
1819,Amamadin,2020,March,225308.0
7284,Magneprex,2020,April,225148.0
10079,Tacrodomide,2020,September,225120.0
11402,Zonixamine Immulinum,2019,December,224990.0
1496,Alglutriptan,2017,May,224847.0
7064,Lovavatol Azelavarix,2017,May,224826.0
9727,Sucprine Specbalamin,2019,March,224770.0
3976,Cyclovital,2020,January,224764.0
194,Abtasol,2017,December,224692.0
4609,Dorzovorin Pentadarone,2017,August,224680.0
3107,Brimorix Amonine,2019,September,224472.0
5891,Ibruferon,2019,September,224434.0
2162,Angioparin Brimosumab,2017,December,224378.0
3732,Cogxone Levanide,2020,April,224322.0
5499,Formolovir Amanferon,2019,February,224234.0
8111,Pazofenac,2020,September,224229.0
3455,Ciclonazol,2020,September,223971.0
4660,Doxivorin,2017,January,223944.0
2996,Bexridol,2018,May,223920.0
10766,Travosoline Capolac,2018,December,223870.0
8077,Pazofenac,2018,August,223860.0
6759,Lacoplex Hyaluvance,2020,February,223780.0
7854,Novakyn Tracprox,2019,June,223776.0
8881,Raparidol,2017,August,223652.0
8902,Raparidol,2018,October,223652.0
2661,Asparathasone Unipan,2018,November,222921.0
9525,Sodinel Olofribrate,2018,November,222850.0
6604,Kinerinex,2019,January,222568.0
7522,Metapatch,2019,October,222504.0
7380,Malaxolol Aeroprosyn,2020,April,222386.0
11245,Zarostral,2018,August,222216.0
1043,Afretosine,2019,September,222200.0
9790,Sumanazole,2020,October,222180.0
2828,Atrabicin Alkerotec,2020,May,222108.0
6072,Immurenol Temarate,2019,April,222099.0
10898,Ultrimax Ultriset,2017,December,221925.0
7047,Lovapur,2020,February,221502.0
11440,Zynosine,2018,January,221408.0
65,Abilovir Aprotasol,2018,July,221387.0
7058,Lovavatol Azelavarix,2017,December,221328.0
1492,Alglutriptan,2017,January,221235.0
6810,Lactubucil,2020,June,221130.0
