,Product Class,City,Customer Name,Sales
576,Analgesics,Salzwedel,"Beahan, Littel and Ondricka Pharma Plc",1006154.0
1710,Antimalarial,Geislingen an der Steige,Hermiston and Sons Pharmaceutical Ltd,1003917.0
4206,Mood Stabilizers,Neubrandenburg,Walter Ltd Pharmaceutical Limited,1003573.0
4048,Mood Stabilizers,Hürth,Sauer and Sons Pharmacy,1003153.0
1453,Antibiotics,Wilhelmshaven,Harris-Conroy Pharmacy,1002400.0
2251,Antimalarial,Żary,Hayes-Kilback Pharmaceutical Ltd,999996.0
205,Analgesics,Gdynia,Rutherford and Sons ,999577.0
4058,Mood Stabilizers,Jarosław,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",999356.0
327,Analgesics,Kielce,"Wunsch, Mills and Walter ",998667.0
1030,Antibiotics,Herten,Kris LLC Pharmaceutical Limited,997028.0
1503,Antimalarial,Aalen,Bartoletti-Altenwerth Pharm,996568.0
1634,Antimalarial,Delbrück,"Blick, Pacocha and Schowalter Pharmaceutical Limited",996060.0
1102,Antibiotics,Kulmbach,"Hahn, Rutherford and Gislason Pharm",994548.0
2426,Antipiretics,Espelkamp,Paucek PLC ,993837.0
3645,Antiseptics,Tarnowskie Góry,Block-Romaguera Pharmaceutical Limited,993435.0
2724,Antipiretics,Nowa Sól,"Sanford, Franecki and Greenholt ",992106.0
3572,Antiseptics,Rypin,"Beer, Kohler and Beatty Pharmaceutical Ltd",990383.0
2227,Antimalarial,Zabrze,Ward Group Pharmaceutical Limited,988157.0
2595,Antipiretics,Kołobrzeg,Botsford and Sons Pharmaceutical Ltd,986772.0
1365,Antibiotics,Sopot,"Romaguera, Moen and Hagenes Pharmaceutical Limited",984960.0
1922,Antimalarial,Memmingen,"Beahan, Littel and Ondricka ",984780.0
2342,Antipiretics,Brzeg Dolny,Heller-Abernathy ,982476.0
3537,Antiseptics,Puławy,"Cormier, Dietrich and Zulauf Pharma Plc",977224.0
2706,Antipiretics,Neumarkt,Lindgren-Simonis Pharmacy,970048.0
2990,Antipiretics,Łaziska Górne,"Hahn, Rutherford and Gislason Pharmaceutical Limited",969013.0
2881,Antipiretics,Stolberg,Cartwright-Fay ,968046.0
2660,Antipiretics,Magdeburg,"Johns, Mueller and Nitzsche ",966054.0
277,Analgesics,Herne,Buckridge-Davis Pharmaceutical Ltd,965506.0
643,Analgesics,Taunusstein,"Block, Thiel and Kuphal Pharm",964585.0
2472,Antipiretics,Gladbeck,Jakubowski Inc Pharmacy,964451.0
4478,Mood Stabilizers,Węgorzewo,Marquardt-Ryan Pharmaceutical Ltd,962583.0
2548,Antipiretics,Idar-Oberstein,"Wuckert, Kreiger and Howell ",961026.0
1522,Antimalarial,Aschersleben,West Group Pharma Plc,960936.0
343,Analgesics,Kościan,"Koch, Borer and Hagenes ",960515.0
2668,Antipiretics,Mechernich,Sauer and Sons ,956076.0
4332,Mood Stabilizers,Sandomierz,Koch-Osinski Pharm,953537.0
1730,Antimalarial,Gotha,"Steuber, Hills and Botsford ",953220.0
3727,Antiseptics,Węgorzewo,Marquardt-Ryan Pharmaceutical Ltd,952370.0
1064,Antibiotics,Kamen,"Blanda, Stehr and Gleason Pharmaceutical Ltd",949971.0
1475,Antibiotics,Włocławek,Beier PLC Pharmacy,949660.0
2212,Antimalarial,Wittlich,"Yundt, Leuschke and Ward ",949262.0
1290,Antibiotics,Rastatt,Koss-Beier Pharmaceutical Limited,949062.0
947,Antibiotics,Friedrichsdorf,Senger-Kirlin Pharmaceutical Ltd,948498.0
427,Analgesics,Mielec,Kreiger Inc Pharma Plc,947595.0
1052,Antibiotics,Iserlohn,"Ondricka, Rosenbaum and Beahan Pharm",947535.0
231,Analgesics,Greven,"Kertzmann, Quitzon and Harris ",946690.0
1435,Antibiotics,Weimar,Terry-Kub Pharma Plc,946368.0
3040,Antiseptics,Bad Salzungen,Graham and Sons Pharma Plc,945237.0
2331,Antipiretics,Bramsche,Konopelski-Blick Pharmaceutical Limited,944730.0
1234,Antibiotics,Offenburg,Marquardt PLC Pharmaceutical Ltd,944272.0
2347,Antipiretics,Burg,"Barrows, Zboncak and Reichert Pharma Plc",943976.0
4361,Mood Stabilizers,Sinsheim,Waelchi LLC Pharm,942963.0
1063,Antibiotics,Kalisz,"Towne, Cummerata and Blanda Pharm",942159.0
1372,Antibiotics,Starnberg,"Blanda, Stehr and Gleason Pharma Plc",941513.0
1463,Antibiotics,Wolfenbüttel,"Hahn, Rutherford and Gislason Pharmacy",941423.0
1719,Antimalarial,Gießen,Funk and Sons Pharm,939771.0
937,Antibiotics,Frankfurt,Corkery-Kovacek Pharma Plc,937278.0
112,Analgesics,Chorzów,Walsh-Brown Pharmacy,936449.0
1736,Antimalarial,Grimma,Nader-Borer Pharmaceutical Limited,933871.0
3440,Antiseptics,Mysłowice,Fritsch-Hauck Pharma Plc,933126.0
1579,Antimalarial,Bottrop,Streich PLC ,930814.0
55,Analgesics,Bełżyce,Daugherty-Rempel Pharma Plc,930407.0
4416,Mood Stabilizers,Ustroń,Schaefer Group Pharmaceutical Limited,927237.0
723,Analgesics,Węgorzewo,Marquardt-Ryan Pharmaceutical Ltd,925246.0
1935,Antimalarial,Moers,Hermiston LLC Pharm,924508.0
3612,Antiseptics,Sobótka,Nader-Gaylord Pharmaceutical Limited,923179.0
1649,Antimalarial,Dreieich,Skiles-McKenzie Pharmacy,921897.0
2234,Antimalarial,Zittau,"Hills, Stroman and Ernser Pharmaceutical Ltd",919566.0
1159,Antibiotics,Maintal,Rohan and Sons Pharmaceutical Limited,918850.0
1825,Antimalarial,Kempten,"Daniel, Baumbach and Nitzsche Pharmacy",918295.0
1630,Antimalarial,Darmstadt,"Towne, Cummerata and Blanda Pharmaceutical Ltd",914836.0
533,Analgesics,Puławy,"Cormier, Dietrich and Zulauf Pharma Plc",914230.0
1804,Antimalarial,Itzehoe,Kling Inc ,913884.0
1961,Antimalarial,Neustadt,Feest PLC Pharmaceutical Ltd,913543.0
990,Antibiotics,Gryfino,"Johnson, Friesen and Torphy Pharma Plc",911339.0
1650,Antimalarial,Dresden,Rutherford and Sons Pharmaceutical Ltd,910997.0
3396,Antiseptics,Luboń,"Buckridge, Dach and Carroll Pharmaceutical Limited",906463.0
640,Analgesics,Tarnobrzeg,Funk and Sons Pharmaceutical Limited,906377.0
2528,Antipiretics,Heppenheim,"Bogan, Jacobs and Kris Pharmaceutical Ltd",903203.0
2064,Antimalarial,Roth,Koss-Beier Pharmacy,902369.202429
2200,Antimalarial,Wiehl,Denesik-Hintz Pharma Plc,901573.0
1744,Antimalarial,Gummersbach,"Kutch, Daniel and Ortiz Pharm",901421.0
3476,Antiseptics,Nowe Miasto Lubawskie,Stehr-Champlin Pharmaceutical Limited,901188.0
3655,Antiseptics,Trzemeszno,Romaguera-Fay Pharmaceutical Limited,900327.0
4497,Mood Stabilizers,Łęczna,"Paucek, Keeling and Bruen Pharm",900069.0
3448,Antiseptics,Mława,Reilly Ltd ,900019.0
1652,Antimalarial,Dülmen,Denesik-Hintz Pharmaceutical Limited,899925.0
3571,Antiseptics,Rybnik,Medhurst-Beer Pharmaceutical Limited,899330.0
1996,Antimalarial,Osterode,Feest-Roob Pharmaceutical Limited,899219.0
4102,Mood Stabilizers,Kreuztal,Kutch-Marks Pharmaceutical Limited,898180.0
1932,Antimalarial,Minden,"Casper, Hyatt and Jakubowski Pharmacy",897462.0
622,Analgesics,Starogard Gdański,"Ondricka, Rosenbaum and Beahan ",896193.0
4500,Mood Stabilizers,Świdnik,Feest-Kshlerin Pharmaceutical Ltd,896051.0
3433,Antiseptics,Milanówek,"Wintheiser, Breitenberg and Gottlieb Pharmaceutical Limited",893852.0
2164,Antimalarial,Vaihingen an der Enz,Kihn Group Pharm,891517.0
745,Analgesics,Świdnik,Feest-Kshlerin Pharmaceutical Ltd,891417.0
1849,Antimalarial,Kreuztal,Kutch-Marks Pharmaceutical Limited,890530.0
2203,Antimalarial,Wiesloch,Osinski-Botsford Pharmacy,889523.0
2996,Antipiretics,Łęczyca,"Beahan, Littel and Ondricka Pharmacy",889161.0
1984,Antimalarial,Oer-Erkenschwick,"Roob, Ernser and Kub Pharmaceutical Ltd",885733.0
3990,Mood Stabilizers,Grodzisk Mazowiecki,Schimmel-Waelchi Pharmaceutical Ltd,883344.0
1732,Antimalarial,Greiz,"Parisian, Hagenes and Skiles Pharm",883037.0
3362,Antiseptics,Kętrzyn,Walter Ltd ,881827.0
4127,Mood Stabilizers,Legnica,Buckridge-Davis ,879945.0
2750,Antipiretics,Ostrołęka,Steuber Ltd Pharmacy,879917.0
3650,Antiseptics,Toruń,"Crist, Wisoky and Nolan Pharmaceutical Ltd",879544.0
2362,Antipiretics,Chełmno,Welch-Orn ,878910.0
1763,Antimalarial,Hamminkeln,Koch-Osinski Pharmacy,878363.0
1454,Antibiotics,Willich,Crist Ltd Pharma Plc,877844.0
4397,Mood Stabilizers,Tarnów,Lemke Ltd Pharm,875837.0
614,Analgesics,Sopot,"Romaguera, Moen and Hagenes Pharmaceutical Limited",875629.0
2195,Antimalarial,Wesel,Murray PLC ,873847.0
2642,Antipiretics,Lubaczów,Mante-Grady Pharm,872969.0
1167,Antibiotics,Meerbusch,Osinski-Botsford Pharm,872770.0
4430,Mood Stabilizers,Warka,Graham and Sons Pharmacy,870055.0
2969,Antipiretics,Wrocław,Lesch PLC Pharmacy,869750.0
3364,Antiseptics,Kłodzko,"Schmitt, Berge and Haley Pharma Plc",869147.0
2219,Antimalarial,Wschowa,"Kub, Von and Herzog Pharmacy",869015.0
3980,Mood Stabilizers,Gorzów Wielkopolski,Raynor-Graham Pharmaceutical Limited,868258.0
2340,Antipiretics,Brwinów,Carter-Conn Pharma Plc,867295.0
515,Analgesics,Piotrków Trybunalski,Mann-Waelchi Pharm,865384.0
1183,Antibiotics,Międzyrzecz,Zemlak-Witting Pharmacy,865293.0
3503,Antiseptics,Otwock,"Casper, Hyatt and Jakubowski Pharmaceutical Limited",865053.0
722,Analgesics,Wągrowiec,D'Amore and Sons ,864549.0
1149,Antibiotics,Lwówek Śląski,Koss Ltd Pharmaceutical Limited,863026.0
3068,Antiseptics,Bieruń Stary,Mraz-Kutch Pharm,862055.0
124,Analgesics,Czeladź,Barton Ltd Pharma Plc,861977.0
3356,Antiseptics,Kutno,"Kilback, Beer and Batz Pharma Plc",861323.0
1557,Antimalarial,Bełżyce,Daugherty-Rempel Pharma Plc,860292.0
1775,Antimalarial,Hemer,"Johns, Mueller and Nitzsche Pharma Plc",860033.0
1069,Antibiotics,Katowice,Waelchi LLC Pharmacy,860016.0
1237,Antibiotics,Olecko,Runte-Marquardt Pharmaceutical Ltd,859539.0
3664,Antiseptics,Ustka,Powlowski-Buckridge Pharma Plc,859023.0
3744,Antiseptics,Łuków,Ritchie-Rodriguez Pharm,858754.0
2980,Antipiretics,Zbąszyń,"Rosenbaum, Klein and Herzog ",858055.0
2663,Antipiretics,Malbork,"Nitzsche, Effertz and Maggio Pharmacy",857318.0
2086,Antimalarial,Schmallenberg,"Steuber, Hills and Botsford Pharma Plc",857028.0
3158,Antiseptics,Dęblin,Doyle-Tillman Pharmaceutical Ltd,853709.0
2964,Antipiretics,Wittmund,Prohaska-Kuhic Pharmaceutical Limited,853347.0
4499,Mood Stabilizers,Świdnica,Schaden-Hirthe Pharmaceutical Ltd,852028.0
3544,Antiseptics,Rathenow,Gulgowski-Vandervort Pharm,850056.0
178,Analgesics,Ełk,Balistreri-Watsica Pharmacy,846099.0
3129,Antiseptics,Częstochowa,McCullough LLC Pharma Plc,845000.0
1622,Antimalarial,Cologne,"Kuphal, D'Amore and Bode Pharm",843857.0
2088,Antimalarial,Schwabach,Gottlieb-Cruickshank Pharm,842708.0
3553,Antiseptics,Reszel,"Kertzmann, Quitzon and Harris Pharma Plc",842105.0
109,Analgesics,Chełmno,Welch-Orn ,841584.0
3573,Antiseptics,Rzeszów,Heidenreich Group Pharmaceutical Ltd,840429.0
1734,Antimalarial,Grevenbroich,Torp-Fisher ,840238.0
3502,Antiseptics,Ostrów Mazowiecka,"Denesik, Walter and Beatty Pharma Plc",839331.0
1443,Antibiotics,Wernigerode,"Nolan, DuBuque and Schultz Pharmacy",839016.0
2122,Antimalarial,Stadthagen,"Gerhold, Mills and Effertz Pharma Plc",837888.0
1882,Antimalarial,Leonberg,McDermott Group Pharmacy,837409.0
1499,Antibiotics,Świnoujście,Ondricka Ltd Pharmacy,836404.0
72,Analgesics,Bochum,Sauer-Herzog Pharmaceutical Limited,836326.0
389,Analgesics,Lubaczów,Mante-Grady Pharm,835794.0
4115,Mood Stabilizers,Kłodzko,"Schmitt, Berge and Haley Pharma Plc",835088.0
749,Analgesics,Żary,Hayes-Kilback Pharmaceutical Ltd,834543.0
3402,Antiseptics,Lwówek Śląski,Koss Ltd Pharmaceutical Limited,834241.0
3846,Mood Stabilizers,Brzeszcze,Gottlieb-Cruickshank Pharma Plc,831125.0
623,Analgesics,Stary Sącz,Crist Inc ,831014.0
4104,Mood Stabilizers,Krynica,Rohan PLC Pharmaceutical Limited,824619.0
2232,Antimalarial,Zielona Góra,"Kshlerin, Ryan and Leuschke Pharma Plc",824237.0
991,Antibiotics,Gryfów Śląski,Hansen Group Pharm,823476.0
80,Analgesics,Braniewo,Trantow LLC Pharma Plc,820521.0
1548,Antimalarial,Bayreuth,"Nitzsche, Effertz and Maggio ",819681.0
569,Analgesics,Rzeszów,Heidenreich Group Pharmaceutical Ltd,818216.0
1683,Antimalarial,Filderstadt,Fadel-West Pharmaceutical Ltd,817798.0
2983,Antipiretics,Zielona Góra,"Kshlerin, Ryan and Leuschke Pharma Plc",815105.0
978,Antibiotics,Gostynin,"Gleichner, Bahringer and Morar Pharma Plc",813402.0
2977,Antipiretics,Włocławek,Beier PLC Pharmacy,812503.0
3231,Antiseptics,Gostynin,"Gleichner, Bahringer and Morar Pharma Plc",811777.0
2139,Antimalarial,Szczecin,"Kuphal, D'Amore and Bode Pharmaceutical Ltd",810410.0
3828,Mood Stabilizers,Bolesławiec,Jakubowski Inc Pharmaceutical Limited,808747.0
1355,Antibiotics,Sigmaringen,Daugherty-Rempel Pharmaceutical Limited,808537.0
3073,Antiseptics,Biłgoraj,"Spinka, Schowalter and Conn Pharmaceutical Limited",807683.0
2576,Antipiretics,Kempten,"Daniel, Baumbach and Nitzsche Pharmacy",807241.0
4108,Mood Stabilizers,Kwidzyn,Crona Group Pharma Plc,806470.0
808,Antibiotics,Białogard,Crona PLC Pharma Plc,805231.0
305,Analgesics,Jaworzno,"Effertz, Heaney and Tillman Pharmaceutical Ltd",804226.0
2382,Antipiretics,Darłowo,Kunze PLC Pharm,802695.0
4241,Mood Stabilizers,Olecko,Runte-Marquardt Pharmaceutical Ltd,802600.0
2142,Antimalarial,Tarnobrzeg,Funk and Sons Pharmaceutical Limited,802072.0
1900,Antimalarial,Lwówek Śląski,Koss Ltd Pharmaceutical Limited,801963.0
1139,Antibiotics,Lohne,D'Amore and Sons Pharmacy,798372.0
3304,Antiseptics,Inowrocław,"Blick, Pacocha and Schowalter ",797921.0
709,Analgesics,Wittenberg,Runte-Marquardt Pharm,795144.0
334,Analgesics,Konstancin-Jeziorna,Leffler-Russel Pharm,794025.0
2873,Antipiretics,Stadthagen,"Gerhold, Mills and Effertz Pharma Plc",792604.0
1096,Antibiotics,Krapkowice,"Leuschke, Waters and Schowalter Pharmaceutical Ltd",790836.0
1065,Antibiotics,Kamień Pomorski,Schaefer LLC Pharmacy,790768.0
1048,Antibiotics,Ilmenau,"Pfannerstill, Upton and Balistreri Pharm",788195.0
3960,Mood Stabilizers,Gdynia,Rutherford and Sons ,786660.0
3243,Antiseptics,Gryfino,"Johnson, Friesen and Torphy Pharma Plc",784469.0
4253,Mood Stabilizers,Ostrów Mazowiecka,"Denesik, Walter and Beatty Pharma Plc",784465.0
2056,Antimalarial,Rheine,"Sanford, Franecki and Greenholt Pharmaceutical Ltd",783378.0
2185,Antimalarial,Weilheim,Rohan Inc Pharm,783326.0
2458,Antipiretics,Gdynia,Rutherford and Sons ,782290.0
725,Analgesics,Zabrze,Ward Group Pharmaceutical Limited,781104.0
2240,Antimalarial,Łańcut,Vandervort LLC Pharma Plc,780813.0
468,Analgesics,Nordhausen,Feest-Roob Pharmacy,780695.0
3347,Antiseptics,Kościan,"Koch, Borer and Hagenes ",779727.0
254,Analgesics,Hajnówka,Barrows Inc ,779037.0
747,Analgesics,Świedbodzin,Roob PLC ,778508.0
1252,Antibiotics,Ozimek,Erdman PLC Pharmacy,778238.0
4055,Mood Stabilizers,Inowrocław,"Blick, Pacocha and Schowalter ",777465.0
968,Antibiotics,Gießen,Funk and Sons Pharm,775990.0
3430,Antiseptics,Miastko,Cassin PLC Pharmacy,775374.0
1761,Antimalarial,Hameln,Watsica-Kovacek Pharmacy,774869.0
2904,Antipiretics,Trzemeszno,Romaguera-Fay Pharmaceutical Limited,773796.0
3001,Antipiretics,Świnoujście,Ondricka Ltd Pharmacy,773040.0
3908,Mood Stabilizers,Dąbrowa Górnicza,"Schinner, Gaylord and Treutel Pharmaceutical Ltd",771761.0
1789,Antimalarial,Homburg,Mayert-Weber ,770287.0
2092,Antimalarial,Schwelm,"Hammes, Bashirian and Pacocha Pharmacy",770180.0
204,Analgesics,Gdańsk,"McClure, Zemlak and Dibbert Pharma Plc",770159.0
1946,Antimalarial,Mława,Reilly Ltd ,769481.0
2182,Antimalarial,Wedel,Raynor-Graham ,768463.0
3843,Mood Stabilizers,Brzeg,"Hirthe, Williamson and Macejkovic Pharma Plc",766647.0
3095,Antiseptics,Brzeszcze,Gottlieb-Cruickshank Pharma Plc,762887.0
239,Analgesics,Gryfino,"Johnson, Friesen and Torphy Pharma Plc",761019.0
2206,Antimalarial,Winnenden,"Brakus, Rempel and Harber Pharm",760145.0
1814,Antimalarial,Kalisz,"Towne, Cummerata and Blanda Pharm",759907.0
3071,Antiseptics,Biskupiec,Lindgren-Simonis Pharm,758688.0
3854,Mood Stabilizers,Bytom,Lockman-Welch Pharm,758680.0
3733,Antiseptics,Zgorzelec,"Buckridge, Hand and Hyatt Pharma Plc",758257.0
2031,Antimalarial,Pruszków,Buckridge-Strosin Pharmaceutical Limited,757131.0
2914,Antipiretics,Ustroń,Schaefer Group Pharmaceutical Limited,757092.0
1266,Antibiotics,Piotrków Trybunalski,Mann-Waelchi Pharm,756867.0
1247,Antibiotics,Ostrowiec Świętokrzyski,Kling Inc Pharmaceutical Ltd,755103.0
2093,Antimalarial,Schwerin,Reinger Group Pharmaceutical Limited,751789.0
886,Antibiotics,Derne,Hill-Daniel ,751095.0
714,Analgesics,Wolsztyn,Feest-Roob Pharmaceutical Ltd,751012.0
2480,Antipiretics,Gostynin,"Gleichner, Bahringer and Morar Pharma Plc",748894.0
2684,Antipiretics,Międzyrzec Podlaski,Denesik-Hintz Pharm,747096.0
910,Antibiotics,Elbląg,Osinski-Collins Pharmaceutical Ltd,745683.0
1808,Antimalarial,Jelcz-Laskowice,Pfannerstill Group Pharmaceutical Ltd,745240.0
1691,Antimalarial,Freiberg,Schaefer-Rolfson Pharma Plc,745236.0
406,Analgesics,Lębork,Bosco-Marquardt Pharm,742239.0
727,Analgesics,Zbąszyń,"Rosenbaum, Klein and Herzog ",741199.0
1834,Antimalarial,Koblenz,Kutch-Marks Pharma Plc,739598.0
2876,Antipiretics,Stary Sącz,Crist Inc ,739592.0
159,Analgesics,Elbląg,Osinski-Collins Pharmaceutical Ltd,736813.0
2049,Antimalarial,Remscheid,Block-Romaguera ,735338.0
3266,Antiseptics,Hanau,"Haag, Bradtke and Terry Pharm",735309.0
4057,Mood Stabilizers,Itzehoe,Kling Inc ,734801.0
3114,Antiseptics,Chełmża,"Balistreri, Torp and Gulgowski Pharmacy",734126.0
4377,Mood Stabilizers,Starogard Gdański,"Ondricka, Rosenbaum and Beahan ",732254.0
3253,Antiseptics,Głubczyce,"Gerhold, Mills and Effertz Pharm",731878.0
3879,Mood Stabilizers,Czeladź,Barton Ltd Pharma Plc,729728.0
2928,Antipiretics,Warka,Graham and Sons Pharmacy,727862.0
2894,Antipiretics,Tarnowskie Góry,Block-Romaguera Pharmaceutical Limited,727209.0
1196,Antibiotics,Nakło nad Notecią,Koss-Beier ,726918.0
2995,Antipiretics,Łęczna,"Paucek, Keeling and Bruen Pharm",724746.0
2503,Antipiretics,Głuchołazy,Purdy Ltd Pharmaceutical Limited,723818.0
3682,Antiseptics,Wałbrzych,"Nolan, DuBuque and Schultz Pharm",723460.0
3064,Antiseptics,Bielawa,Nader-Borer Pharma Plc,723087.0
1994,Antimalarial,Osnabrück,Walsh-Brown Pharma Plc,719467.0
2899,Antipiretics,Toruń,"Crist, Wisoky and Nolan Pharmaceutical Ltd",718789.0
1392,Antibiotics,Tarnowskie Góry,Block-Romaguera Pharmaceutical Limited,718594.0
3484,Antiseptics,Oborniki,Kuhic LLC Pharma Plc,716591.0
2136,Antimalarial,Suhl,Will and Sons Pharmacy,716461.0
3680,Antiseptics,Warsaw,Welch-Langworth ,715817.0
1588,Antimalarial,Bruchsal,Paucek PLC Pharm,713440.0
2181,Antimalarial,Wałcz,Boyer and Sons Pharmaceutical Limited,713252.0
1859,Antimalarial,Königswinter,Marquardt-Ryan Pharm,713109.0
1148,Antibiotics,Ludwigshafen,"Wiegand, Jast and Yost Pharmaceutical Ltd",713066.0
3619,Antiseptics,Sosnowiec,"Steuber, Skiles and Kilback Pharma Plc",712161.0
2369,Antipiretics,Cieszyn,Leannon-West Pharmacy,710505.0
3358,Antiseptics,Kórnik,"McClure, Zemlak and Dibbert Pharmaceutical Limited",709881.0
4274,Mood Stabilizers,Pleszew,"Reynolds, Jast and Mante Pharma Plc",708967.0
3357,Antiseptics,Kwidzyn,Crona Group Pharma Plc,708606.0
1606,Antimalarial,Calw,Pfannerstill Group ,708512.0
1271,Antibiotics,Plettenberg,Zemlak-Witting Pharmaceutical Limited,708262.0
3331,Antiseptics,Kielce,"Wunsch, Mills and Walter ",707739.0
3342,Antiseptics,Koronowo,Rogahn-Klein Pharmacy,707380.0
3532,Antiseptics,Prudnik,Balistreri Group Pharmaceutical Ltd,706975.0
3104,Antiseptics,Bytów,Bayer LLC Pharmaceutical Ltd,706665.0
1615,Antimalarial,Chrzanów,Gibson-Hill Pharma Plc,706391.0
4067,Mood Stabilizers,Kalisz,"Towne, Cummerata and Blanda Pharm",706201.0
1082,Antibiotics,Kluczbork,West Group Pharmacy,705646.0
4481,Mood Stabilizers,Zakopane,Emard-O'Connell Pharmacy,705213.0
1552,Antimalarial,Bergisch Gladbach,Konopelski-Blick ,702740.0
4073,Mood Stabilizers,Katowice,Waelchi LLC Pharmacy,699594.0
3607,Antiseptics,Sieradz,"Runolfsson, Swaniawski and Jaskolski Pharmacy",698718.0
2647,Antipiretics,Luckenwalde,Smith Inc Pharm,697308.0
835,Antibiotics,Bretten,Collins-Schmidt Pharmaceutical Limited,695799.0
3311,Antiseptics,Jelenia Góra,Parisian Ltd Pharm,694992.0
3530,Antiseptics,Prabuty,"Funk, Ratke and Heaney Pharmacy",693962.0
3208,Antiseptics,Gdańsk,"McClure, Zemlak and Dibbert Pharma Plc",693473.0
2315,Antipiretics,Bielsk Podlaski,Kozey Ltd Pharmaceutical Ltd,693367.0
3640,Antiseptics,Suwałki,"Roob, Ernser and Kub Pharmaceutical Limited",689882.0
4181,Mood Stabilizers,Miastko,Cassin PLC Pharmacy,689309.0
1930,Antimalarial,Mikołów,Funk PLC Pharmaceutical Limited,689034.0
3182,Antiseptics,Ełk,Balistreri-Watsica Pharmacy,686355.0
2932,Antipiretics,Wałcz,Boyer and Sons Pharmaceutical Limited,686273.0
2612,Antipiretics,Kęty,Rowe PLC Pharmaceutical Ltd,685587.0
3113,Antiseptics,Chełmno,Welch-Orn ,683990.0
489,Analgesics,Opoczno,Kertzmann-Ward Pharma Plc,683595.0
2772,Antipiretics,Pleszew,"Reynolds, Jast and Mante Pharma Plc",683533.0
503,Analgesics,Pabianice,Botsford PLC Pharmacy,683498.0
1375,Antibiotics,Staßfurt,McDermott Inc Pharma Plc,681944.0
1226,Antibiotics,Nysa,Schmitt LLC Pharm,681520.0
1341,Antibiotics,Schwelm,"Hammes, Bashirian and Pacocha Pharmacy",680374.0
4503,Mood Stabilizers,Świnoujście,Ondricka Ltd Pharmacy,679699.0
1279,Antibiotics,Prudnik,Balistreri Group Pharmaceutical Ltd,678627.0
2931,Antipiretics,Wałbrzych,"Nolan, DuBuque and Schultz Pharm",677363.0
3731,Antiseptics,Zbąszyń,"Rosenbaum, Klein and Herzog ",677159.0
1152,Antibiotics,Lübbecke,Homenick-Larson ,676895.0
4276,Mood Stabilizers,Police,Bartoletti-Altenwerth ,674597.0
2478,Antipiretics,Gorzów Wielkopolski,Raynor-Graham Pharmaceutical Limited,674044.0
3869,Mood Stabilizers,Ciechanów,Leuschke PLC Pharmacy,673853.0
1051,Antibiotics,Inowrocław,"Blick, Pacocha and Schowalter ",673556.0
4062,Mood Stabilizers,Jelenia Góra,Parisian Ltd Pharm,671734.0
1978,Antimalarial,Nürtingen,Hane Ltd ,671501.0
2003,Antimalarial,Ozimek,Erdman PLC Pharmacy,671179.0
2231,Antimalarial,Zgorzelec,"Buckridge, Hand and Hyatt Pharma Plc",668732.0
3322,Antiseptics,Katowice,Waelchi LLC Pharmacy,666253.0
99,Analgesics,Bytom,Lockman-Welch Pharm,666036.0
3224,Antiseptics,Gliwice,Hill Ltd ,665827.0
1440,Antibiotics,Weißenfels,Cassin PLC Pharmaceutical Limited,665721.0
114,Analgesics,Ciechanów,Leuschke PLC Pharmacy,665625.0
864,Antibiotics,Chrzanów,Gibson-Hill Pharma Plc,665138.0
1157,Antibiotics,Lębork,Bosco-Marquardt Pharm,664929.0
250,Analgesics,Głuchołazy,Purdy Ltd Pharmaceutical Limited,664880.0
4191,Mood Stabilizers,Mysłowice,Fritsch-Hauck Pharma Plc,664765.0
2982,Antipiretics,Zgorzelec,"Buckridge, Hand and Hyatt Pharma Plc",663310.0
391,Analgesics,Lublin,"Zieme, Doyle and Kunze ",660628.0
531,Analgesics,Przeworsk,Spencer-Jerde Pharmacy,658812.0
2175,Antimalarial,Wangen im Allgäu,Cartwright-Fay Pharmaceutical Ltd,658291.0
2027,Antimalarial,Połaniec,Lockman Ltd ,655691.0
2000,Antimalarial,Ostrów Mazowiecka,"Denesik, Walter and Beatty Pharma Plc",655387.0
3835,Mood Stabilizers,Braniewo,Trantow LLC Pharma Plc,655377.0
1205,Antibiotics,Neumünster,Hill-Daniel Pharmaceutical Ltd,653395.0
116,Analgesics,Cieszyn,Leannon-West Pharmacy,653306.0
543,Analgesics,Rawa Mazowiecka,"Erdman, Senger and Oberbrunner Pharm",652295.0
2557,Antipiretics,Jawor,Kozey-Schroeder ,652144.0
3414,Antiseptics,Malbork,"Nitzsche, Effertz and Maggio Pharmacy",651555.0
1813,Antimalarial,Kaiserslautern,Schaden-Hirthe ,650718.0
2109,Antimalarial,Skierniewice,Stanton-Cole ,650037.0
1141,Antibiotics,Lubartów,"Bogan, Jacobs and Kris Pharmacy",649686.0
444,Analgesics,Mława,Reilly Ltd ,649675.0
738,Analgesics,Łańcut,Vandervort LLC Pharma Plc,647550.0
2174,Antimalarial,Waltrop,"Sanford, Franecki and Greenholt Pharma Plc",646266.0
2068,Antimalarial,Rumia,"Greenholt, Donnelly and O'Reilly Pharmaceutical Limited",644322.0
1319,Antibiotics,Rypin,"Beer, Kohler and Beatty Pharmaceutical Ltd",642304.0
2008,Antimalarial,Parchim,"Rosenbaum, Klein and Herzog Pharma Plc",642173.0
220,Analgesics,Gliwice,Hill Ltd ,639513.0
3059,Antiseptics,Bełżyce,Daugherty-Rempel Pharma Plc,639463.0
